FRACHOURS, 2SIGMALO, 2SIGMAHI, 3SIGMALO, 3SIGMAHI, 4SIGMALO, 4SIGMAHI
172.04,4.96,14.54,2.56,16.94,0.17,19.33
172.08,4.92,14.38,2.56,16.74,0.19,19.11
172.12,4.89,14.23,2.56,16.56,0.22,18.9
172.17,4.86,14.09,2.55,16.4,0.24,18.71
172.21,4.82,13.96,2.54,16.24,0.25,18.53
172.25,4.8,13.84,2.54,16.1,0.28,18.36
172.29,4.82,13.78,2.58,16.02,0.34,18.26
172.33,4.86,13.78,2.63,16.02,0.4,18.25
172.38,4.96,13.85,2.74,16.08,0.52,18.3
172.42,5.12,14.01,2.89,16.23,0.67,18.45
172.46,5.37,14.3,3.14,16.53,0.91,18.76
172.5,5.64,14.67,3.38,16.93,1.12,19.18
172.54,5.8,15.15,3.46,17.49,1.12,19.83
172.58,5.68,15.77,3.15,18.3,0.63,20.82
172.62,5.5,16.21,2.83,18.89,0.15,21.56
172.67,5.35,16.33,2.6,19.08,-0.15,21.83
172.71,5.31,16.19,2.6,18.91,-0.12,21.62
172.75,5.31,16.01,2.64,18.68,-0.03,21.36
172.79,5.28,15.82,2.64,18.45,0.01,21.09
172.83,5.25,15.61,2.66,18.19,0.07,20.78
172.88,5.22,15.38,2.68,17.92,0.13,20.46
172.92,5.16,15.17,2.66,17.68,0.16,20.18
172.96,5.13,14.98,2.67,17.44,0.21,19.91
173.0,5.08,14.79,2.66,17.22,0.23,19.65
173.04,5.06,14.62,2.66,17.02,0.27,19.41
173.08,5.02,14.46,2.66,16.82,0.29,19.18
173.12,4.99,14.31,2.66,16.64,0.33,18.97
173.17,4.95,14.17,2.65,16.48,0.34,18.78
173.21,4.92,14.04,2.64,16.32,0.36,18.6
173.25,4.9,13.92,2.64,16.18,0.39,18.43
173.29,4.92,13.87,2.68,16.1,0.44,18.34
173.33,4.95,13.87,2.72,16.1,0.49,18.32
173.38,5.05,13.93,2.83,16.15,0.61,18.37
173.42,5.21,14.09,2.99,16.31,0.77,18.52
173.46,5.47,14.37,3.24,16.6,1.02,18.82
173.5,5.74,14.74,3.5,16.99,1.25,19.24
173.54,5.9,15.22,3.57,17.55,1.25,19.88
173.58,5.8,15.84,3.29,18.35,0.79,20.85
173.62,5.63,16.28,2.96,18.94,0.3,21.6
173.67,5.47,16.4,2.74,19.13,0.01,21.86
173.71,5.45,16.25,2.75,18.95,0.05,21.65
173.75,5.44,16.07,2.78,18.73,0.12,21.39
173.79,5.4,15.89,2.78,18.51,0.16,21.13
173.83,5.37,15.68,2.79,18.25,0.22,20.83
173.88,5.33,15.45,2.8,17.98,0.27,20.51
173.92,5.28,15.25,2.79,17.74,0.3,20.23
173.96,5.25,15.05,2.8,17.5,0.35,19.95
174.0,5.2,14.86,2.79,17.28,0.37,19.7
174.04,5.17,14.69,2.79,17.07,0.41,19.46
174.08,5.13,14.53,2.78,16.88,0.43,19.23
174.12,5.1,14.38,2.79,16.7,0.47,19.01
174.17,5.06,14.24,2.77,16.53,0.47,18.83
174.21,5.03,14.1,2.76,16.37,0.49,18.64
174.25,5.01,13.99,2.76,16.23,0.51,18.48
174.29,5.02,13.93,2.79,16.15,0.57,18.38
174.33,5.06,13.93,2.84,16.14,0.62,18.36
174.38,5.16,13.99,2.96,16.2,0.75,18.41
174.42,5.34,14.14,3.14,16.33,0.94,18.53
174.46,5.6,14.42,3.39,16.63,1.19,18.83
174.5,5.89,14.78,3.66,17.01,1.44,19.23
174.54,6.05,15.28,3.74,17.58,1.43,19.89
174.58,5.96,15.9,3.48,18.39,0.99,20.87
174.62,5.77,16.35,3.12,19,0.47,21.65
174.67,5.62,16.48,2.91,19.19,0.19,21.9
174.71,5.57,16.33,2.89,19.02,0.2,21.71
174.75,5.55,16.16,2.9,18.81,0.25,21.46
174.79,5.53,15.97,2.92,18.58,0.31,21.19
174.83,5.49,15.76,2.93,18.33,0.36,20.89
174.88,5.46,15.54,2.94,18.05,0.42,20.57
174.92,5.41,15.33,2.93,17.8,0.45,20.28
174.96,5.37,15.14,2.93,17.58,0.48,20.02
175.0,5.32,14.95,2.92,17.35,0.51,19.76
175.04,5.29,14.77,2.92,17.15,0.55,19.52
175.08,5.25,14.6,2.91,16.94,0.58,19.28
175.12,5.22,14.46,2.91,16.76,0.61,19.07
175.17,5.18,14.31,2.9,16.59,0.62,18.88
175.21,5.15,14.18,2.89,16.44,0.63,18.69
175.25,5.12,14.06,2.89,16.29,0.66,18.52
175.29,5.14,14,2.92,16.21,0.71,18.43
175.33,5.17,14,2.97,16.2,0.76,18.41
175.38,5.28,14.07,3.08,16.26,0.88,18.46
175.42,5.45,14.21,3.26,16.4,1.07,18.59
175.46,5.71,14.5,3.51,16.7,1.32,18.9
175.5,6.01,14.87,3.79,17.08,1.58,19.29
175.54,6.19,15.36,3.89,17.65,1.6,19.95
175.58,6.1,16,3.63,18.47,1.15,20.95
175.62,5.9,16.47,3.25,19.12,0.61,21.76
175.67,5.75,16.6,3.03,19.31,0.32,22.03
175.71,5.69,16.46,3,19.15,0.31,21.84
175.75,5.67,16.29,3.01,18.94,0.36,21.6
175.79,5.64,16.1,3.02,18.72,0.41,21.33
175.83,5.6,15.9,3.03,18.47,0.45,21.04
175.88,5.56,15.67,3.03,18.2,0.51,20.72
175.92,5.51,15.46,3.02,17.94,0.54,20.43
175.96,5.47,15.27,3.02,17.72,0.57,20.17
176.0,5.42,15.08,3.01,17.49,0.59,19.91
176.04,5.39,14.91,3.01,17.29,0.63,19.67
176.08,5.35,14.74,3,17.08,0.65,19.43
176.12,5.32,14.59,3,16.91,0.68,19.23
176.17,5.27,14.44,2.98,16.74,0.69,19.03
176.21,5.24,14.31,2.97,16.58,0.7,18.85
176.25,5.22,14.19,2.97,16.43,0.73,18.68
176.29,5.23,14.13,3,16.36,0.77,18.58
176.33,5.26,14.13,3.04,16.35,0.82,18.57
176.38,5.36,14.2,3.15,16.41,0.95,18.61
176.42,5.53,14.34,3.33,16.55,1.13,18.75
176.46,5.8,14.63,3.6,16.84,1.39,19.05
176.5,6.1,15,3.88,17.22,1.66,19.45
176.54,6.29,15.49,3.99,17.79,1.69,20.09
176.58,6.21,16.13,3.73,18.61,1.25,21.09
176.62,6,16.61,3.35,19.26,0.7,21.91
176.67,5.84,16.74,3.12,19.47,0.39,22.2
176.71,5.79,16.6,3.08,19.31,0.38,22.01
176.75,5.76,16.44,3.08,19.11,0.41,21.78
176.79,5.73,16.25,3.1,18.89,0.46,21.52
176.83,5.69,16.05,3.1,18.64,0.5,21.23
176.88,5.65,15.82,3.1,18.37,0.56,20.91
176.92,5.59,15.61,3.09,18.12,0.58,20.63
176.96,5.55,15.43,3.08,17.89,0.61,20.36
177.0,5.5,15.24,3.07,17.67,0.64,20.1
177.04,5.47,15.07,3.07,17.46,0.67,19.86
177.08,5.43,14.89,3.06,17.26,0.69,19.63
177.12,5.39,14.74,3.06,17.08,0.72,19.42
177.17,5.35,14.61,3.04,16.92,0.72,19.23
177.21,5.31,14.47,3.02,16.76,0.74,19.05
177.25,5.29,14.35,3.02,16.61,0.76,18.88
177.29,5.3,14.29,3.06,16.53,0.81,18.78
177.33,5.33,14.28,3.1,16.52,0.86,18.76
177.38,5.43,14.35,3.2,16.58,0.98,18.81
177.42,5.6,14.5,3.37,16.73,1.15,18.96
177.46,5.87,14.79,3.64,17.02,1.41,19.25
177.5,6.18,15.16,3.93,17.4,1.69,19.65
177.54,6.38,15.65,4.07,17.96,1.75,20.28
177.58,6.3,16.29,3.8,18.79,1.3,21.29
177.62,6.09,16.77,3.42,19.43,0.75,22.1
177.67,5.94,16.9,3.2,19.64,0.45,22.38
177.71,5.88,16.76,3.16,19.47,0.44,22.19
177.75,5.85,16.6,3.16,19.28,0.48,21.97
177.79,5.81,16.41,3.16,19.06,0.51,21.71
177.83,5.77,16.2,3.16,18.81,0.55,21.42
177.88,5.73,15.98,3.16,18.54,0.6,21.11
177.92,5.67,15.77,3.15,18.3,0.62,20.83
177.96,5.63,15.58,3.14,18.07,0.66,20.56
178.0,5.58,15.39,3.12,17.85,0.67,20.3
178.04,5.54,15.22,3.12,17.64,0.7,20.06
178.08,5.5,15.05,3.11,17.44,0.72,19.83
178.12,5.47,14.9,3.11,17.26,0.75,19.61
178.17,5.42,14.76,3.08,17.1,0.74,19.43
178.21,5.38,14.62,3.08,16.93,0.77,19.24
178.25,5.35,14.51,3.06,16.79,0.77,19.08
178.29,5.36,14.44,3.1,16.7,0.83,18.97
178.33,5.4,14.44,3.14,16.7,0.88,18.96
178.38,5.5,14.5,3.25,16.76,0.99,19.01
178.42,5.67,14.66,3.42,16.9,1.18,19.15
178.46,5.94,14.94,3.69,17.19,1.44,19.44
178.5,6.25,15.31,3.98,17.58,1.72,19.84
178.54,6.46,15.78,4.13,18.12,1.8,20.45
178.58,6.4,16.44,3.89,18.95,1.38,21.46
178.62,6.19,16.91,3.51,19.59,0.83,22.27
178.67,6.03,17.05,3.28,19.81,0.52,22.56
178.71,5.97,16.91,3.23,19.65,0.5,22.39
178.75,5.93,16.75,3.23,19.45,0.52,22.16
178.79,5.9,16.56,3.23,19.23,0.57,21.89
178.83,5.85,16.36,3.23,18.99,0.6,21.62
178.88,5.81,16.14,3.23,18.72,0.64,21.3
178.92,5.75,15.93,3.2,18.48,0.65,21.02
178.96,5.71,15.74,3.2,18.25,0.69,20.76
179.0,5.65,15.56,3.17,18.03,0.7,20.51
179.04,5.61,15.38,3.17,17.83,0.73,20.27
179.08,5.56,15.22,3.15,17.63,0.74,20.04
179.12,5.53,15.06,3.15,17.44,0.77,19.83
179.17,5.48,14.92,3.12,17.28,0.76,19.64
179.21,5.44,14.79,3.11,17.12,0.77,19.46
179.25,5.41,14.67,3.1,16.98,0.79,19.29
179.29,5.43,14.59,3.13,16.89,0.84,19.18
179.33,5.45,14.59,3.17,16.88,0.88,19.16
179.38,5.55,14.66,3.28,16.93,1,19.21
179.42,5.73,14.81,3.46,17.07,1.19,19.34
179.46,6,15.09,3.73,17.37,1.46,19.64
179.5,6.31,15.45,4.03,17.74,1.74,20.02
179.54,6.54,15.94,4.19,18.29,1.84,20.64
179.58,6.47,16.58,3.94,19.11,1.41,21.64
179.62,6.26,17.07,3.56,19.77,0.86,22.47
179.67,6.11,17.19,3.33,19.97,0.56,22.74
179.71,6.05,17.06,3.3,19.81,0.55,22.56
179.75,6,16.89,3.28,19.62,0.56,22.34
179.79,5.97,16.71,3.29,19.39,0.61,22.07
179.83,5.93,16.5,3.29,19.15,0.65,21.79
179.88,5.89,16.28,3.29,18.88,0.69,21.48
179.92,5.82,16.07,3.26,18.63,0.7,21.19
179.96,5.78,15.88,3.25,18.4,0.73,20.93
180.0,5.73,15.69,3.23,18.19,0.74,20.68
180.04,5.69,15.52,3.23,17.98,0.77,20.44
180.08,5.64,15.35,3.21,17.78,0.78,20.21
180.12,5.61,15.2,3.21,17.59,0.81,19.99
180.17,5.55,15.05,3.18,17.42,0.81,19.8
180.21,5.52,14.91,3.17,17.26,0.82,19.61
180.25,5.48,14.79,3.16,17.11,0.83,19.44
180.29,5.5,14.71,3.19,17.02,0.89,19.32
180.33,5.53,14.71,3.23,17.01,0.94,19.3
180.38,5.63,14.77,3.34,17.06,1.05,19.35
180.42,5.79,14.93,3.51,17.21,1.22,19.5
180.46,6.06,15.2,3.78,17.48,1.5,19.76
180.5,6.37,15.57,4.08,17.86,1.78,20.16
180.54,6.59,16.03,4.23,18.39,1.87,20.75
180.58,6.54,16.68,4,19.22,1.46,21.75
180.62,6.31,17.16,3.6,19.88,0.88,22.59
180.67,6.18,17.3,3.4,20.08,0.62,22.86
180.71,6.11,17.15,3.35,19.91,0.59,22.67
180.75,6.08,16.98,3.35,19.71,0.63,22.43
180.79,6.05,16.8,3.36,19.48,0.67,22.17
180.83,6,16.6,3.35,19.24,0.7,21.89
180.88,5.96,16.37,3.35,18.97,0.75,21.58
180.92,5.9,16.15,3.33,18.72,0.77,21.28
180.96,5.85,15.97,3.32,18.5,0.79,21.03
181.0,5.8,15.78,3.31,18.27,0.81,20.77
181.04,5.76,15.6,3.3,18.06,0.84,20.53
181.08,5.71,15.43,3.28,17.86,0.85,20.29
181.12,5.68,15.28,3.28,17.68,0.88,20.07
181.17,5.63,15.13,3.25,17.51,0.88,19.88
181.21,5.59,14.99,3.24,17.34,0.89,19.7
181.25,5.56,14.88,3.23,17.21,0.9,19.54
181.29,5.57,14.8,3.26,17.11,0.95,19.42
181.33,5.59,14.8,3.29,17.1,0.99,19.4
181.38,5.69,14.85,3.4,17.14,1.11,19.43
181.42,5.86,15,3.57,17.28,1.29,19.57
181.46,6.13,15.28,3.85,17.56,1.56,19.85
181.5,6.45,15.63,4.16,17.92,1.86,20.22
181.54,6.68,16.09,4.33,18.44,1.98,20.8
181.58,6.61,16.73,4.09,19.26,1.56,21.79
181.62,6.4,17.21,3.7,19.91,1,22.61
181.67,6.26,17.34,3.49,20.11,0.72,22.88
181.71,6.21,17.21,3.46,19.96,0.71,22.71
181.75,6.16,17.04,3.44,19.76,0.72,22.48
181.79,6.13,16.86,3.45,19.54,0.77,22.22
181.83,6.09,16.65,3.45,19.29,0.8,21.94
181.88,6.04,16.43,3.44,19.03,0.85,21.63
181.92,5.98,16.21,3.42,18.77,0.86,21.33
181.96,5.93,16.03,3.41,18.55,0.88,21.08
182.0,5.88,15.84,3.39,18.33,0.9,20.82
182.04,5.84,15.67,3.38,18.13,0.93,20.58
182.08,5.8,15.5,3.37,17.92,0.95,20.35
182.12,5.76,15.34,3.36,17.74,0.96,20.13
182.17,5.71,15.19,3.34,17.56,0.97,19.94
182.21,5.67,15.06,3.32,17.4,0.97,19.75
182.25,5.64,14.94,3.31,17.26,0.98,19.59
182.29,5.64,14.87,3.34,17.18,1.03,19.48
182.33,5.68,14.86,3.39,17.15,1.09,19.44
182.38,5.78,14.91,3.49,17.2,1.21,19.48
182.42,5.94,15.06,3.67,17.33,1.39,19.61
182.46,6.21,15.33,3.93,17.61,1.65,19.89
182.5,6.53,15.67,4.24,17.96,1.95,20.24
182.54,6.77,16.13,4.43,18.47,2.09,20.81
182.58,6.7,16.76,4.19,19.28,1.67,21.79
182.62,6.5,17.25,3.81,19.94,1.12,22.63
182.67,6.36,17.38,3.6,20.13,0.85,22.88
182.71,6.3,17.25,3.57,19.98,0.83,22.72
182.75,6.25,17.09,3.54,19.79,0.83,22.5
182.79,6.22,16.91,3.55,19.58,0.88,22.25
182.83,6.18,16.71,3.55,19.34,0.92,21.97
182.88,6.13,16.49,3.55,19.08,0.96,21.66
182.92,6.07,16.27,3.52,18.82,0.97,21.37
182.96,6.03,16.09,3.51,18.6,1,21.12
183.0,5.98,15.9,3.5,18.38,1.02,20.86
183.04,5.94,15.73,3.49,18.17,1.04,20.62
183.08,5.89,15.56,3.48,17.97,1.06,20.39
183.12,5.85,15.4,3.47,17.79,1.08,20.17
183.17,5.81,15.25,3.45,17.61,1.09,19.98
183.21,5.77,15.11,3.43,17.45,1.1,19.79
183.25,5.74,15,3.42,17.31,1.1,19.63
183.29,5.74,14.92,3.45,17.22,1.15,19.51
183.33,5.77,14.92,3.49,17.2,1.2,19.49
183.38,5.87,14.97,3.59,17.25,1.31,19.53
183.42,6.03,15.12,3.76,17.39,1.49,19.66
183.46,6.29,15.39,4.02,17.67,1.74,19.94
183.5,6.61,15.73,4.33,18.01,2.05,20.29
183.54,6.86,16.18,4.53,18.52,2.2,20.85
183.58,6.79,16.81,4.29,19.31,1.79,21.81
183.62,6.59,17.29,3.91,19.97,1.23,22.65
183.67,6.45,17.42,3.71,20.16,0.97,22.9
183.71,6.4,17.29,3.68,20.01,0.95,22.74
183.75,6.35,17.14,3.65,19.83,0.95,22.53
183.79,6.32,16.96,3.65,19.62,0.99,22.28
183.83,6.28,16.76,3.65,19.39,1.03,22.01
183.88,6.23,16.55,3.65,19.12,1.07,21.7
183.92,6.16,16.33,3.62,18.88,1.08,21.42
183.96,6.12,16.15,3.61,18.66,1.1,21.16
184.0,6.07,15.96,3.59,18.43,1.12,20.91
184.04,6.03,15.79,3.59,18.23,1.15,20.67
184.08,5.98,15.62,3.57,18.03,1.16,20.44
184.12,5.94,15.47,3.56,17.85,1.18,20.23
184.17,5.9,15.32,3.54,17.68,1.18,20.03
184.21,5.86,15.18,3.52,17.51,1.19,19.85
184.25,5.82,15.07,3.51,17.38,1.19,19.69
184.29,5.83,14.99,3.54,17.28,1.24,19.58
184.33,5.85,14.99,3.57,17.27,1.29,19.55
184.38,5.95,15.04,3.68,17.32,1.4,19.59
184.42,6.11,15.19,3.83,17.47,1.56,19.74
184.46,6.37,15.46,4.1,17.74,1.83,20.01
184.5,6.69,15.8,4.42,18.08,2.14,20.35
184.54,6.95,16.24,4.63,18.56,2.3,20.89
184.58,6.9,16.85,4.41,19.34,1.92,21.83
184.62,6.7,17.34,4.04,20,1.38,22.66
184.67,6.56,17.46,3.84,20.19,1.11,22.91
184.71,6.51,17.33,3.81,20.04,1.1,22.75
184.75,6.46,17.19,3.78,19.87,1.1,22.55
184.79,6.42,17.02,3.78,19.66,1.13,22.31
184.83,6.39,16.82,3.78,19.43,1.17,22.04
184.88,6.34,16.6,3.77,19.17,1.21,21.74
184.92,6.27,16.4,3.74,18.93,1.2,21.46
184.96,6.23,16.21,3.73,18.71,1.24,21.2
185.0,6.17,16.03,3.71,18.49,1.25,20.95
185.04,6.13,15.85,3.7,18.28,1.27,20.71
185.08,6.09,15.69,3.69,18.09,1.28,20.49
185.12,6.05,15.54,3.68,17.91,1.31,20.28
185.17,6.01,15.4,3.66,17.74,1.31,20.09
185.21,5.96,15.26,3.64,17.58,1.31,19.91
185.25,5.93,15.14,3.63,17.45,1.32,19.75
185.29,5.93,15.07,3.65,17.36,1.36,19.64
185.33,5.96,15.07,3.68,17.34,1.41,19.62
185.38,6.05,15.12,3.78,17.39,1.51,19.66
185.42,6.21,15.27,3.95,17.53,1.68,19.79
185.46,6.47,15.55,4.21,17.81,1.94,20.08
185.5,6.8,15.88,4.53,18.15,2.26,20.42
185.54,7.05,16.32,4.73,18.64,2.42,20.95
185.58,7,16.93,4.52,19.41,2.03,21.9
185.62,6.8,17.41,4.14,20.07,1.49,22.72
185.67,6.67,17.53,3.95,20.25,1.23,22.97
185.71,6.62,17.4,3.92,20.1,1.22,22.8
185.75,6.56,17.26,3.88,19.93,1.21,22.61
185.79,6.53,17.09,3.89,19.73,1.26,22.36
185.83,6.48,16.9,3.88,19.5,1.27,22.11
185.88,6.43,16.68,3.87,19.25,1.31,21.81
185.92,6.37,16.48,3.84,19.01,1.32,21.53
185.96,6.32,16.29,3.83,18.78,1.34,21.28
186.0,6.28,16.11,3.82,18.57,1.36,21.03
186.04,6.23,15.94,3.81,18.36,1.38,20.79
186.08,6.19,15.78,3.79,18.17,1.39,20.57
186.12,6.15,15.62,3.78,17.99,1.41,20.36
186.17,6.11,15.48,3.76,17.83,1.42,20.17
186.21,6.06,15.35,3.74,17.68,1.41,20
186.25,6.03,15.23,3.73,17.53,1.43,19.83
186.29,6.03,15.16,3.74,17.45,1.46,19.73
186.33,6.05,15.15,3.78,17.43,1.5,19.7
186.38,6.14,15.21,3.87,17.48,1.61,19.74
186.42,6.3,15.35,4.04,17.62,1.77,19.88
186.46,6.56,15.63,4.29,17.9,2.02,20.17
186.5,6.87,15.96,4.6,18.24,2.33,20.51
186.54,7.13,16.4,4.81,18.71,2.5,21.03
186.58,7.08,17,4.6,19.48,2.12,21.96
186.62,6.88,17.48,4.24,20.12,1.59,22.77
186.67,6.76,17.59,4.05,20.3,1.34,23.01
186.71,6.71,17.46,4.02,20.15,1.33,22.84
186.75,6.64,17.32,3.98,19.99,1.31,22.66
186.79,6.62,17.15,3.99,19.79,1.35,22.42
186.83,6.57,16.97,3.97,19.57,1.36,22.17
186.88,6.52,16.76,3.96,19.32,1.4,21.88
186.92,6.45,16.56,3.92,19.08,1.4,21.61
186.96,6.4,16.37,3.91,18.86,1.42,21.36
187.0,6.35,16.19,3.89,18.65,1.43,21.11
187.04,6.31,16.02,3.88,18.45,1.46,20.88
187.08,6.26,15.86,3.86,18.26,1.46,20.66
187.12,6.22,15.71,3.85,18.08,1.48,20.45
187.17,6.18,15.57,3.83,17.92,1.49,20.27
187.21,6.14,15.44,3.81,17.77,1.48,20.09
187.25,6.1,15.32,3.8,17.62,1.49,19.93
187.29,6.1,15.25,3.81,17.54,1.53,19.83
187.33,6.13,15.24,3.85,17.52,1.57,19.8
187.38,6.21,15.3,3.94,17.57,1.67,19.84
187.42,6.37,15.44,4.1,17.71,1.84,19.97
187.46,6.63,15.72,4.36,17.99,2.09,20.26
187.5,6.95,16.04,4.68,18.32,2.41,20.59
187.54,7.21,16.47,4.9,18.78,2.59,21.1
187.58,7.17,17.07,4.69,19.54,2.22,22.02
187.62,6.97,17.54,4.33,20.18,1.69,22.83
187.67,6.85,17.65,4.15,20.35,1.45,23.06
187.71,6.8,17.53,4.12,20.21,1.43,22.89
187.75,6.73,17.39,4.07,20.05,1.4,22.72
187.79,6.7,17.22,4.07,19.85,1.45,22.48
187.83,6.65,17.05,4.05,19.64,1.45,22.24
187.88,6.6,16.84,4.04,19.39,1.48,21.95
187.92,6.53,16.64,4,19.17,1.47,21.69
187.96,6.48,16.46,3.98,18.95,1.49,21.44
188.0,6.43,16.28,3.97,18.74,1.5,21.2
188.04,6.38,16.12,3.94,18.56,1.5,21
188.08,6.34,15.94,3.94,18.35,1.53,20.75
188.12,6.29,15.81,3.91,18.19,1.53,20.57
188.17,6.24,15.67,3.89,18.02,1.53,20.38
188.21,6.19,15.53,3.86,17.87,1.52,20.21
188.25,6.16,15.4,3.85,17.71,1.54,20.02
188.29,6.15,15.35,3.86,17.65,1.56,19.94
188.33,6.19,15.32,3.91,17.6,1.63,19.88
188.38,6.27,15.4,3.98,17.68,1.7,19.96
188.42,6.43,15.54,4.16,17.81,1.88,20.09
188.46,6.68,15.82,4.39,18.1,2.11,20.39
188.5,7,16.13,4.72,18.41,2.44,20.69
188.54,7.27,16.56,4.95,18.88,2.63,21.2
188.58,7.24,17.14,4.77,19.61,2.29,22.09
188.62,7.05,17.62,4.4,20.26,1.76,22.9
188.67,6.94,17.71,4.24,20.4,1.55,23.09
188.71,6.87,17.61,4.18,20.29,1.5,22.98
188.75,6.82,17.46,4.16,20.12,1.5,22.78
188.79,6.77,17.32,4.13,19.96,1.5,22.6
188.83,6.73,17.13,4.12,19.74,1.52,22.34
188.88,6.66,16.94,4.09,19.51,1.52,22.08
188.92,6.59,16.74,4.06,19.28,1.52,21.82
188.96,6.54,16.56,4.04,19.07,1.53,21.57
189.0,6.49,16.39,4.02,18.86,1.54,21.33
189.04,6.43,16.23,3.98,18.68,1.53,21.13
189.08,6.39,16.05,3.98,18.46,1.57,20.88
189.12,6.34,15.93,3.94,18.32,1.54,20.72
189.17,6.3,15.77,3.93,18.14,1.56,20.51
189.21,6.24,15.66,3.88,18.01,1.53,20.37
189.25,6.21,15.51,3.89,17.84,1.56,20.16
189.29,6.2,15.46,3.89,17.77,1.58,20.09
189.33,6.24,15.43,3.95,17.72,1.65,20.02
189.38,6.32,15.51,4.02,17.81,1.72,20.1
189.42,6.49,15.63,4.21,17.91,1.92,20.19
189.46,6.72,15.93,4.42,18.23,2.12,20.53
189.5,7.05,16.24,4.76,18.53,2.46,20.83
189.54,7.33,16.65,5,18.98,2.67,21.31
189.58,7.32,17.22,4.85,19.69,2.37,22.16
189.62,7.13,17.69,4.49,20.34,1.85,22.98
189.67,7.03,17.78,4.34,20.46,1.65,23.15
189.71,6.95,17.69,4.27,20.37,1.58,23.05
189.75,6.9,17.54,4.24,20.2,1.59,22.86
189.79,6.85,17.4,4.21,20.03,1.58,22.67
189.83,6.8,17.22,4.2,19.83,1.6,22.43
189.88,6.74,17.03,4.17,19.6,1.59,22.17
189.92,6.67,16.83,4.13,19.37,1.59,21.9
189.96,6.62,16.65,4.11,19.16,1.6,21.67
190.0,6.57,16.48,4.09,18.95,1.61,21.43
190.04,6.51,16.33,4.05,18.78,1.6,21.23
190.08,6.47,16.15,4.05,18.57,1.63,20.98
190.12,6.41,16.02,4.01,18.42,1.61,20.82
190.17,6.37,15.87,4,18.24,1.62,20.61
190.21,6.31,15.75,3.95,18.11,1.59,20.46
190.25,6.28,15.61,3.95,17.94,1.62,20.27
190.29,6.28,15.55,3.96,17.87,1.64,20.18
190.33,6.31,15.52,4.01,17.82,1.71,20.12
190.38,6.39,15.6,4.09,17.9,1.78,20.2
190.42,6.57,15.72,4.28,18,1.99,20.29
190.46,6.81,16.02,4.51,18.32,2.2,20.62
190.5,7.15,16.32,4.86,18.61,2.56,20.9
190.54,7.44,16.72,5.12,19.04,2.8,21.37
190.58,7.44,17.29,4.98,19.75,2.52,22.21
190.62,7.25,17.77,4.62,20.4,1.99,23.03
190.67,7.14,17.85,4.47,20.53,1.79,23.21
190.71,7.07,17.76,4.4,20.44,1.72,23.11
190.75,7.02,17.62,4.37,20.27,1.72,22.92
190.79,6.97,17.48,4.34,20.1,1.71,22.73
190.83,6.92,17.3,4.32,19.9,1.73,22.49
190.88,6.85,17.11,4.29,19.67,1.72,22.24
190.92,6.79,16.91,4.25,19.44,1.72,21.97
190.96,6.73,16.74,4.23,19.24,1.72,21.74
191.0,6.68,16.56,4.2,19.03,1.73,21.51
191.04,6.62,16.41,4.17,18.86,1.72,21.31
191.08,6.58,16.23,4.16,18.65,1.75,21.06
191.12,6.52,16.1,4.12,18.5,1.73,20.9
191.17,6.48,15.95,4.11,18.32,1.74,20.68
191.21,6.42,15.83,4.07,18.18,1.72,20.53
191.25,6.39,15.69,4.07,18.01,1.75,20.33
191.29,6.38,15.63,4.07,17.94,1.76,20.25
191.33,6.42,15.59,4.12,17.89,1.83,20.18
191.38,6.49,15.67,4.2,17.97,1.9,20.26
191.42,6.67,15.79,4.39,18.07,2.11,20.35
191.46,6.92,16.09,4.62,18.38,2.33,20.68
191.5,7.27,16.39,4.99,18.67,2.7,20.95
191.54,7.57,16.78,5.27,19.08,2.96,21.38
191.58,7.58,17.33,5.15,19.77,2.71,22.21
191.62,7.39,17.82,4.79,20.43,2.18,23.03
191.67,7.28,17.91,4.63,20.56,1.97,23.22
191.71,7.21,17.82,4.55,20.47,1.9,23.12
191.75,7.16,17.67,4.53,20.3,1.9,22.93
191.79,7.1,17.53,4.49,20.14,1.89,22.74
191.83,7.05,17.36,4.48,19.94,1.9,22.51
191.88,6.98,17.17,4.43,19.72,1.88,22.27
191.92,6.91,16.98,4.39,19.49,1.87,22.01
191.96,6.85,16.8,4.36,19.29,1.87,21.78
192.0,6.79,16.63,4.33,19.09,1.87,21.55
192.04,6.73,16.48,4.3,18.91,1.86,21.35
192.08,6.69,16.3,4.28,18.71,1.88,21.11
192.12,6.63,16.17,4.24,18.56,1.86,20.95
192.17,6.58,16.02,4.22,18.38,1.86,20.74
192.21,6.52,15.9,4.18,18.25,1.83,20.6
192.25,6.49,15.76,4.17,18.08,1.85,20.4
192.29,6.48,15.7,4.17,18.01,1.86,20.32
192.33,6.51,15.67,4.22,17.96,1.93,20.25
192.38,6.59,15.75,4.29,18.04,2,20.33
192.42,6.77,15.86,4.5,18.13,2.22,20.41
192.46,7.02,16.16,4.74,18.44,2.45,20.72
192.5,7.38,16.44,5.12,18.71,2.85,20.97
192.54,7.7,16.82,5.42,19.1,3.14,21.38
192.58,7.73,17.38,5.32,19.79,2.9,22.2
192.62,7.54,17.86,4.96,20.44,2.38,23.02
192.67,7.43,17.95,4.8,20.58,2.17,23.21
192.71,7.35,17.86,4.73,20.49,2.1,23.11
192.75,7.3,17.72,4.69,20.33,2.09,22.93
192.79,7.24,17.58,4.66,20.16,2.07,22.75
