FRACHOURS, 2SIGMALO, 2SIGMAHI, 3SIGMALO, 3SIGMAHI, 4SIGMALO, 4SIGMAHI
178.71,9.28,27.87,4.63,32.52,-0.01,37.17
178.75,8.9,25.75,4.69,29.97,0.48,34.18
178.79,8.37,23.77,4.52,27.62,0.67,31.47
178.83,7.63,22.11,4.01,25.73,0.39,29.35
178.88,6.9,20.73,3.44,24.18,-0.01,27.64
178.92,6.34,19.71,3,23.06,-0.35,26.4
178.96,5.88,18.95,2.62,22.21,-0.65,25.48
179.0,5.49,18.3,2.28,21.51,-0.92,24.71
179.04,5.11,17.74,1.96,20.9,-1.2,24.05
179.08,4.77,17.24,1.66,20.36,-1.46,23.47
179.12,4.48,16.78,1.41,19.85,-1.66,22.93
179.17,4.21,16.4,1.16,19.45,-1.89,22.5
179.21,3.96,16.11,0.93,19.15,-2.11,22.19
179.25,4,16.06,0.98,19.07,-2.03,22.09
179.29,4.51,16.42,1.53,19.4,-1.45,22.38
179.33,5.37,17.3,2.39,20.28,-0.59,23.26
179.38,6.52,18.95,3.41,22.05,0.3,25.16
179.42,7.75,21.84,4.23,25.36,0.71,28.89
179.46,8.77,25.97,4.47,30.27,0.17,34.57
179.5,9.41,29.75,4.33,34.84,-0.76,39.92
179.54,9.67,31.89,4.11,37.44,-1.44,43
179.58,9.81,32.37,4.18,38.01,-1.46,43.65
179.62,9.83,31.79,4.34,37.29,-1.16,42.78
179.67,9.7,30.17,4.58,35.28,-0.53,40.4
179.71,9.46,28.07,4.8,32.72,0.15,37.37
179.75,9.08,25.92,4.87,30.13,0.66,34.34
179.79,8.55,23.92,4.71,27.76,0.86,31.61
179.83,7.81,22.25,4.2,25.86,0.58,29.47
179.88,7.08,20.86,3.63,24.3,0.19,27.75
179.92,6.52,19.84,3.19,23.17,-0.14,26.5
179.96,6.06,19.06,2.8,22.32,-0.45,25.57
180.0,5.67,18.4,2.48,21.59,-0.7,24.77
180.04,5.3,17.83,2.16,20.97,-0.97,24.1
180.08,4.96,17.32,1.87,20.41,-1.22,23.5
180.12,4.67,16.86,1.62,19.9,-1.43,22.95
180.17,4.38,16.47,1.36,19.5,-1.67,22.52
180.21,4.13,16.18,1.12,19.19,-1.89,22.21
180.25,4.16,16.12,1.17,19.11,-1.82,22.1
180.29,4.66,16.48,1.7,19.44,-1.25,22.4
180.33,5.52,17.37,2.56,20.34,-0.41,23.3
180.38,6.65,19.06,3.55,22.16,0.45,25.26
180.42,7.9,21.97,4.38,25.49,0.87,29
180.46,8.93,26.11,4.64,30.4,0.34,34.69
180.5,9.57,29.91,4.49,35,-0.6,40.09
180.54,9.82,32.07,4.26,37.63,-1.3,43.19
180.58,9.97,32.58,4.32,38.23,-1.33,43.88
180.62,9.99,32,4.49,37.51,-1.01,43.01
180.67,9.86,30.36,4.74,35.49,-0.39,40.61
180.71,9.62,28.25,4.96,32.91,0.3,37.57
180.75,9.25,26.08,5.04,30.28,0.84,34.49
180.79,8.71,24.08,4.87,27.92,1.03,31.76
180.83,7.97,22.39,4.37,26,0.76,29.61
180.88,7.24,20.99,3.8,24.43,0.37,27.87
180.92,6.67,19.98,3.35,23.3,0.02,26.63
180.96,6.21,19.22,2.95,22.47,-0.3,25.72
181.0,5.81,18.56,2.63,21.75,-0.56,24.93
181.04,5.44,17.98,2.31,21.12,-0.83,24.25
181.08,5.11,17.46,2.02,20.55,-1.07,23.64
181.12,4.81,17,1.76,20.05,-1.29,23.1
181.17,4.52,16.63,1.49,19.65,-1.54,22.68
181.21,4.26,16.34,1.24,19.36,-1.78,22.38
181.25,4.28,16.27,1.28,19.27,-1.71,22.27
181.29,4.78,16.62,1.82,19.58,-1.13,22.54
181.33,5.65,17.49,2.69,20.45,-0.27,23.41
181.38,6.79,19.15,3.7,22.24,0.61,25.33
181.42,8.05,22.04,4.56,25.53,1.06,29.03
181.46,9.11,26.17,4.84,30.43,0.58,34.7
181.5,9.75,29.99,4.69,35.05,-0.37,40.11
181.54,9.99,32.2,4.44,37.75,-1.12,43.3
181.58,10.14,32.71,4.5,38.35,-1.15,44
181.62,10.16,32.15,4.67,37.64,-0.83,43.14
181.67,10.04,30.49,4.93,35.6,-0.19,40.71
181.71,9.78,28.37,5.13,33.02,0.48,37.67
181.75,9.41,26.19,5.22,30.38,1.02,34.58
181.79,8.87,24.18,5.04,28,1.22,31.83
181.83,8.12,22.49,4.53,26.08,0.94,29.68
181.88,7.39,21.08,3.96,24.5,0.54,27.93
181.92,6.82,20.05,3.51,23.36,0.2,26.67
181.96,6.36,19.28,3.13,22.51,-0.1,25.74
182.0,5.97,18.61,2.81,21.78,-0.36,24.94
182.04,5.6,18.04,2.49,21.15,-0.62,24.25
182.08,5.27,17.51,2.21,20.58,-0.85,23.64
182.12,4.99,17.05,1.97,20.06,-1.05,23.08
182.17,4.7,16.66,1.71,19.65,-1.28,22.64
182.21,4.44,16.37,1.46,19.36,-1.52,22.34
182.25,4.45,16.3,1.49,19.26,-1.47,22.23
182.29,4.95,16.64,2.02,19.57,-0.9,22.49
182.33,5.81,17.5,2.89,20.42,-0.04,23.34
182.38,6.94,19.15,3.89,22.2,0.83,25.26
182.42,8.19,22.05,4.72,25.51,1.26,28.98
182.46,9.22,26.21,4.97,30.45,0.72,34.7
182.5,9.82,30.09,4.75,35.15,-0.31,40.22
182.54,10.03,32.32,4.45,37.9,-1.12,43.47
182.58,10.19,32.84,4.53,38.5,-1.13,44.17
182.62,10.23,32.28,4.72,37.79,-0.79,43.3
182.67,10.12,30.61,5,35.73,-0.12,40.85
182.71,9.87,28.49,5.21,33.14,0.55,37.8
182.75,9.52,26.28,5.33,30.47,1.14,34.66
182.79,9,24.26,5.18,28.08,1.37,31.89
182.83,8.26,22.57,4.68,26.15,1.11,29.72
182.88,7.53,21.15,4.12,24.55,0.72,27.96
182.92,6.96,20.11,3.67,23.39,0.38,26.68
182.96,6.5,19.32,3.3,22.53,0.09,25.73
183.0,6.12,18.65,2.99,21.78,-0.15,24.91
183.04,5.76,18.06,2.68,21.14,-0.39,24.22
183.08,5.43,17.54,2.41,20.56,-0.62,23.59
183.12,5.15,17.07,2.16,20.05,-0.82,23.03
183.17,4.85,16.69,1.9,19.64,-1.06,22.6
183.21,4.6,16.4,1.65,19.34,-1.3,22.29
183.25,4.6,16.32,1.68,19.25,-1.25,22.18
183.29,5.09,16.67,2.19,19.56,-0.7,22.46
183.33,5.96,17.53,3.06,20.43,0.17,23.32
183.38,7.11,19.19,4.09,22.21,1.07,25.23
183.42,8.37,22.11,4.94,25.54,1.5,28.97
183.46,9.43,26.29,5.22,30.5,1,34.72
183.5,10.07,30.18,5.05,35.2,0.02,40.23
183.54,10.33,32.41,4.81,37.92,-0.71,43.44
183.58,10.49,32.93,4.89,38.54,-0.72,44.15
183.62,10.52,32.38,5.06,37.84,-0.4,43.3
183.67,10.41,30.7,5.34,35.77,0.27,40.84
183.71,10.15,28.56,5.54,33.17,0.94,37.77
183.75,9.79,26.35,5.65,30.49,1.51,34.63
183.79,9.25,24.33,5.49,28.1,1.72,31.87
183.83,8.53,22.62,5,26.15,1.48,29.67
183.88,7.78,21.19,4.43,24.55,1.08,27.9
183.92,7.2,20.15,3.96,23.39,0.72,26.63
183.96,6.73,19.37,3.57,22.52,0.41,25.68
184.0,6.34,18.69,3.25,21.78,0.16,24.87
184.04,5.97,18.12,2.93,21.15,-0.11,24.19
184.08,5.64,17.6,2.64,20.59,-0.35,23.58
184.12,5.34,17.14,2.38,20.09,-0.57,23.04
184.17,5.05,16.76,2.12,19.68,-0.81,22.61
184.21,4.78,16.47,1.86,19.39,-1.06,22.31
184.25,4.79,16.39,1.88,19.29,-1.02,22.2
184.29,5.29,16.72,2.43,19.58,-0.43,22.44
184.33,6.19,17.57,3.34,20.42,0.49,23.26
184.38,7.39,19.2,4.43,22.15,1.48,25.11
184.42,8.71,22.1,5.37,25.44,2.02,28.79
184.46,9.83,26.29,5.71,30.4,1.59,34.52
184.5,10.52,30.18,5.61,35.09,0.7,40.01
184.54,10.82,32.4,5.43,37.8,0.03,43.19
184.58,10.97,32.93,5.48,38.42,-0.01,43.91
184.62,10.98,32.38,5.63,37.73,0.28,43.08
184.67,10.86,30.68,5.91,35.63,0.96,40.59
184.71,10.58,28.54,6.09,33.03,1.6,37.52
184.75,10.2,26.34,6.17,30.37,2.13,34.4
184.79,9.65,24.31,5.99,27.98,2.32,31.64
184.83,8.9,22.61,5.47,26.04,2.04,29.46
184.88,8.12,21.18,4.86,24.45,1.59,27.72
184.92,7.52,20.15,4.36,23.31,1.21,26.46
184.96,7.04,19.36,3.96,22.45,0.88,25.53
185.0,6.64,18.7,3.62,21.71,0.61,24.72
185.04,6.26,18.13,3.29,21.09,0.32,24.06
185.08,5.91,17.62,2.98,20.55,0.05,23.48
185.12,5.59,17.18,2.69,20.07,-0.21,22.97
185.17,5.29,16.8,2.41,19.68,-0.47,22.55
185.21,5.02,16.51,2.14,19.39,-0.73,22.26
185.25,5.01,16.44,2.15,19.29,-0.7,22.15
185.29,5.5,16.77,2.68,19.59,-0.13,22.4
185.33,6.4,17.61,3.6,20.42,0.8,23.22
185.38,7.62,19.24,4.71,22.14,1.81,25.04
185.42,9,22.12,5.71,25.41,2.43,28.69
185.46,10.19,26.31,6.16,30.33,2.13,34.36
185.5,10.98,30.18,6.17,34.99,1.37,39.79
185.54,11.31,32.41,6.03,37.69,0.76,42.96
185.58,11.44,32.95,6.06,38.33,0.68,43.71
185.62,11.43,32.4,6.18,37.64,0.94,42.88
185.67,11.26,30.71,6.4,35.57,1.54,40.43
185.71,10.95,28.57,6.54,32.98,2.13,37.39
185.75,10.54,26.36,6.59,30.31,2.63,34.26
185.79,9.99,24.33,6.4,27.92,2.82,31.5
185.83,9.21,22.64,5.85,25.99,2.5,29.35
185.88,8.41,21.23,5.21,24.43,2.01,27.64
185.92,7.79,20.21,4.68,23.31,1.58,26.42
185.96,7.3,19.43,4.27,22.46,1.23,25.5
186.0,6.88,18.77,3.91,21.74,0.94,24.71
186.04,6.5,18.21,3.57,21.13,0.64,24.06
186.08,6.13,17.71,3.24,20.6,0.35,23.49
186.12,5.81,17.26,2.95,20.12,0.09,22.98
186.17,5.5,16.88,2.66,19.73,-0.19,22.57
186.21,5.23,16.6,2.38,19.44,-0.46,22.28
186.25,5.21,16.52,2.38,19.34,-0.44,22.17
186.29,5.68,16.85,2.89,19.64,0.1,22.43
186.33,6.57,17.7,3.79,20.48,1.01,23.26
186.38,7.8,19.31,4.92,22.19,2.05,25.07
186.42,9.2,22.18,5.96,25.43,2.71,28.67
186.46,10.41,26.37,6.42,30.36,2.43,34.35
186.5,11.23,30.26,6.47,35.02,1.71,39.78
186.54,11.57,32.51,6.34,37.74,1.11,42.97
186.58,11.68,33.08,6.33,38.43,0.98,43.78
186.62,11.67,32.52,6.46,37.73,1.25,42.94
186.67,11.49,30.81,6.66,35.64,1.83,40.47
186.71,11.17,28.66,6.8,33.04,2.42,37.41
186.75,10.75,26.44,6.83,30.37,2.9,34.29
186.79,10.19,24.42,6.64,27.97,3.08,31.53
186.83,9.39,22.74,6.05,26.08,2.71,29.41
186.88,8.57,21.35,5.37,24.54,2.18,27.74
186.92,7.93,20.33,4.83,23.43,1.73,26.54
186.96,7.43,19.56,4.4,22.59,1.37,25.62
187.0,7.01,18.9,4.04,21.87,1.07,24.84
187.04,6.62,18.34,3.69,21.27,0.76,24.2
187.08,6.27,17.84,3.37,20.73,0.48,23.63
187.12,5.94,17.39,3.08,20.26,0.22,23.12
187.17,5.64,17.01,2.8,19.85,-0.04,22.69
187.21,5.36,16.72,2.53,19.56,-0.31,22.39
187.25,5.34,16.63,2.52,19.45,-0.3,22.28
187.29,5.81,16.96,3.02,19.75,0.23,22.54
187.33,6.7,17.81,3.92,20.58,1.14,23.36
187.38,7.92,19.42,5.05,22.29,2.17,25.17
187.42,9.34,22.28,6.1,25.52,2.86,28.75
187.46,10.56,26.47,6.58,30.45,2.6,34.42
187.5,11.39,30.38,6.65,35.12,1.9,39.87
187.54,11.74,32.63,6.52,37.86,1.3,43.08
187.58,11.86,33.24,6.52,38.59,1.17,43.93
187.62,11.86,32.7,6.65,37.91,1.44,43.12
187.67,11.66,31,6.83,35.83,2,40.67
187.71,11.32,28.84,6.94,33.22,2.56,37.6
187.75,10.89,26.61,6.96,30.54,3.03,34.47
187.79,10.31,24.58,6.75,28.15,3.18,31.71
187.83,9.51,22.9,6.16,26.24,2.82,29.59
187.88,8.68,21.5,5.48,24.7,2.28,27.91
187.92,8.05,20.47,4.94,23.58,1.84,26.68
187.96,7.56,19.68,4.53,22.71,1.51,25.73
188.0,7.14,19.02,4.17,21.98,1.2,24.95
188.04,6.74,18.45,3.81,21.38,0.89,24.31
188.08,6.39,17.94,3.5,20.83,0.61,23.72
188.12,6.07,17.49,3.21,20.35,0.35,23.2
188.17,5.76,17.1,2.93,19.94,0.09,22.77
188.21,5.49,16.8,2.66,19.63,-0.16,22.45
188.25,5.47,16.71,2.66,19.52,-0.14,22.32
188.29,5.93,17.04,3.15,19.82,0.37,22.6
188.33,6.82,17.9,4.04,20.67,1.27,23.45
188.38,8.05,19.53,5.18,22.4,2.31,25.27
188.42,9.48,22.39,6.25,25.62,3.02,28.85
188.46,10.75,26.59,6.79,30.55,2.83,34.5
188.5,11.65,30.48,6.95,35.19,2.24,39.9
188.54,12.05,32.74,6.87,37.92,1.7,43.09
188.58,12.18,33.37,6.89,38.66,1.59,43.96
188.62,12.17,32.82,7,37.98,1.84,43.14
188.67,11.94,31.11,7.15,35.9,2.35,40.69
188.71,11.56,28.94,7.22,33.29,2.88,37.63
188.75,11.1,26.72,7.2,30.63,3.29,34.53
188.79,10.5,24.7,6.95,28.24,3.4,31.79
188.83,9.69,23.01,6.36,26.34,3.03,29.67
188.88,8.84,21.61,5.65,24.8,2.46,27.99
188.92,8.2,20.59,5.1,23.69,2,26.79
188.96,7.69,19.81,4.66,22.83,1.63,25.86
189.0,7.26,19.15,4.29,22.12,1.31,25.09
189.04,6.85,18.59,3.91,21.52,0.98,24.46
189.08,6.49,18.07,3.59,20.97,0.7,23.87
189.12,6.17,17.62,3.3,20.48,0.44,23.35
189.17,5.86,17.23,3.02,20.07,0.18,22.91
189.21,5.59,16.92,2.76,19.75,-0.07,22.58
189.25,5.58,16.81,2.77,19.62,-0.04,22.42
189.29,6.05,17.13,3.27,19.9,0.5,22.67
189.33,6.96,17.97,4.21,20.72,1.46,23.47
189.38,8.25,19.57,5.42,22.4,2.59,25.23
189.42,9.78,22.41,6.62,25.56,3.47,28.72
189.46,11.16,26.57,7.31,30.43,3.46,34.28
189.5,12.16,30.45,7.59,35.03,3.02,39.6
189.54,12.56,32.75,7.52,37.79,2.47,42.84
189.58,12.7,33.37,7.54,38.54,2.37,43.71
189.62,12.67,32.83,7.62,37.87,2.58,42.92
189.67,12.41,31.12,7.74,35.79,3.06,40.47
189.71,12,28.96,7.76,33.2,3.52,37.44
189.75,11.52,26.71,7.72,30.51,3.92,34.31
189.79,10.89,24.69,7.43,28.14,3.98,31.59
189.83,10.03,23.01,6.79,26.25,3.55,29.49
189.88,9.16,21.62,6.04,24.73,2.93,27.85
189.92,8.48,20.6,5.45,23.64,2.41,26.67
189.96,7.94,19.83,4.97,22.8,2,25.77
190.0,7.49,19.17,4.57,22.09,1.64,25.01
190.04,7.06,18.61,4.17,21.5,1.28,24.39
190.08,6.69,18.09,3.84,20.94,0.99,23.79
190.12,6.36,17.64,3.54,20.45,0.73,23.27
190.17,6.06,17.23,3.26,20.02,0.47,22.82
190.21,5.78,16.91,3,19.69,0.22,22.48
190.25,5.77,16.79,3.02,19.55,0.26,22.3
190.29,6.24,17.11,3.52,19.83,0.8,22.54
190.33,7.17,17.95,4.48,20.65,1.78,23.34
190.38,8.48,19.56,5.71,22.33,2.94,25.1
190.42,10.06,22.4,6.98,25.49,3.89,28.57
190.46,11.51,26.58,7.75,30.35,3.98,34.12
190.5,12.56,30.49,8.08,34.97,3.59,39.45
190.54,13,32.78,8.05,37.73,3.11,42.68
190.58,13.15,33.41,8.08,38.48,3.01,43.55
190.62,13.09,32.87,8.15,37.81,3.21,42.75
190.67,12.81,31.15,8.23,35.73,3.64,40.32
190.71,12.35,28.99,8.19,33.15,4.03,37.31
190.75,11.83,26.75,8.1,30.48,4.37,34.21
190.79,11.18,24.72,7.79,28.11,4.4,31.5
190.83,10.31,23.04,7.13,26.22,3.95,29.4
190.88,9.41,21.66,6.35,24.72,3.29,27.78
190.92,8.72,20.64,5.73,23.63,2.75,26.61
190.96,8.17,19.87,5.25,22.79,2.33,25.72
191.0,7.7,19.22,4.82,22.1,1.95,24.98
191.04,7.26,18.66,4.41,21.51,1.56,24.36
191.08,6.88,18.15,4.06,20.97,1.24,23.78
191.12,6.53,17.7,3.73,20.49,0.94,23.29
191.17,6.19,17.31,3.42,20.08,0.64,22.86
191.21,5.9,16.99,3.13,19.77,0.35,22.54
191.25,5.87,16.87,3.13,19.61,0.38,22.36
191.29,6.34,17.18,3.63,19.89,0.92,22.6
191.33,7.28,18.02,4.59,20.7,1.91,23.38
191.38,8.61,19.63,5.85,22.39,3.09,25.14
191.42,10.25,22.44,7.2,25.49,4.15,28.54
191.46,11.83,26.57,8.15,30.25,4.46,33.94
191.5,13.02,30.42,8.67,34.77,4.32,39.12
191.54,13.54,32.7,8.75,37.5,3.96,42.29
191.58,13.7,33.34,8.79,38.25,3.88,43.16
191.62,13.64,32.8,8.85,37.59,4.06,42.38
191.67,13.28,31.09,8.83,35.55,4.37,40
191.71,12.77,28.96,8.73,33.01,4.68,37.06
191.75,12.22,26.72,8.6,30.34,4.98,33.97
191.79,11.52,24.71,8.22,28.01,4.92,31.31
191.83,10.6,23.04,7.49,26.15,4.38,29.26
191.88,9.68,21.68,6.68,24.68,3.68,27.68
191.92,8.95,20.68,6.02,23.61,3.09,26.54
191.96,8.39,19.91,5.51,22.78,2.63,25.66
192.0,7.91,19.26,5.07,22.09,2.23,24.93
192.04,7.45,18.7,4.64,21.51,1.83,24.32
192.08,7.06,18.19,4.28,20.97,1.49,23.75
192.12,6.7,17.74,3.94,20.5,1.17,23.26
192.17,6.35,17.34,3.6,20.09,0.86,22.84
192.21,6.04,17.03,3.3,19.78,0.55,22.52
192.25,6,16.9,3.28,19.62,0.55,22.35
192.29,6.45,17.21,3.77,19.9,1.08,22.58
192.33,7.41,18.04,4.75,20.7,2.09,23.36
192.38,8.77,19.65,6.05,22.37,3.33,25.09
192.42,10.46,22.45,7.47,25.45,4.47,28.44
192.46,12.11,26.58,8.49,30.2,4.88,33.81
192.5,13.35,30.43,9.08,34.71,4.81,38.98
192.54,13.89,32.73,9.18,37.44,4.47,42.15
192.58,14.04,33.39,9.2,38.22,4.36,43.06
192.62,13.96,32.86,9.24,37.58,4.51,42.31
192.67,13.58,31.15,9.18,35.55,4.79,39.94
192.71,13.04,29.03,9.04,33.03,5.04,37.02
192.75,12.45,26.78,8.87,30.36,5.29,33.95
192.79,11.71,24.78,8.45,28.05,5.18,31.31
192.83,10.78,23.11,7.7,26.19,4.62,29.27
192.88,9.84,21.74,6.87,24.71,3.89,27.68
192.92,9.1,20.73,6.2,23.64,3.29,26.55
192.96,8.54,19.95,5.69,22.81,2.83,25.66
193.0,8.05,19.3,5.24,22.11,2.43,24.92
193.04,7.6,18.74,4.81,21.52,2.03,24.31
193.08,7.2,18.23,4.44,20.98,1.69,23.74
193.12,6.84,17.78,4.1,20.51,1.37,23.25
193.17,6.49,17.38,3.77,20.11,1.05,22.83
193.21,6.18,17.06,3.46,19.79,0.74,22.51
193.25,6.13,16.93,3.43,19.63,0.73,22.33
193.29,6.56,17.23,3.9,19.9,1.23,22.57
193.33,7.51,18.07,4.87,20.7,2.23,23.34
193.38,8.87,19.67,6.17,22.36,3.48,25.06
193.42,10.57,22.46,7.6,25.43,4.63,28.4
193.46,12.23,26.58,8.64,30.17,5.06,33.76
193.5,13.5,30.43,9.26,34.67,5.03,38.9
193.54,14.03,32.76,9.34,37.45,4.66,42.13
193.58,14.19,33.42,9.39,38.22,4.58,43.03
193.62,14.12,32.9,9.43,37.59,4.73,42.29
193.67,13.74,31.19,9.38,35.55,5.02,39.91
193.71,13.18,29.06,9.21,33.03,5.24,37.01
193.75,12.58,26.82,9.02,30.38,5.46,33.94
193.79,11.81,24.82,8.55,28.08,5.3,31.33
193.83,10.84,23.16,7.77,26.23,4.69,29.31
193.88,9.88,21.79,6.91,24.76,3.93,27.74
193.92,9.14,20.78,6.23,23.69,3.31,26.6
193.96,8.57,19.99,5.71,22.85,2.86,25.7
194.0,8.08,19.33,5.27,22.15,2.46,24.96
194.04,7.62,18.77,4.84,21.55,2.05,24.34
194.08,7.22,18.25,4.47,21.01,1.71,23.77
194.12,6.86,17.8,4.13,20.53,1.39,23.27
194.17,6.52,17.4,3.8,20.12,1.08,22.84
194.21,6.21,17.07,3.5,19.78,0.78,22.5
194.25,6.16,16.93,3.47,19.62,0.77,22.32
194.29,6.6,17.23,3.95,19.88,1.29,22.54
194.33,7.56,18.05,4.94,20.68,2.31,23.3
194.38,8.93,19.67,6.24,22.35,3.56,25.04
194.42,10.65,22.45,7.7,25.4,4.75,28.35
194.46,12.35,26.57,8.8,30.13,5.25,33.68
194.5,13.65,30.42,9.46,34.62,5.27,38.81
194.54,14.21,32.76,9.57,37.4,4.93,42.04
194.58,14.39,33.42,9.63,38.18,4.87,42.93
194.62,14.29,32.91,9.63,37.57,4.97,42.23
194.67,13.87,31.22,9.54,35.56,5.2,39.9
194.71,13.3,29.11,9.34,33.06,5.39,37.02
194.75,12.68,26.87,9.13,30.42,5.58,33.97
194.79,11.89,24.86,8.65,28.1,5.41,31.34
194.83,10.9,23.2,7.83,26.27,4.75,29.35
194.88,9.94,21.83,6.96,24.8,3.99,27.78
194.92,9.19,20.82,6.28,23.73,3.37,26.64
194.96,8.62,20.02,5.76,22.88,2.91,25.73
195.0,8.12,19.37,5.31,22.18,2.5,24.99
195.04,7.66,18.8,4.87,21.59,2.09,24.37
195.08,7.26,18.28,4.51,21.03,1.75,23.79
195.12,6.89,17.82,4.16,20.55,1.43,23.29
195.17,6.55,17.41,3.83,20.13,1.12,22.84
195.21,6.25,17.08,3.54,19.78,0.83,22.49
195.25,6.2,16.93,3.52,19.61,0.83,22.29
195.29,6.65,17.2,4.01,19.84,1.37,22.48
195.33,7.61,18.02,5.01,20.63,2.41,23.23
195.38,9,19.64,6.34,22.3,3.68,24.96
195.42,10.73,22.42,7.81,25.35,4.89,28.27
195.46,12.45,26.54,8.93,30.07,5.4,33.59
195.5,13.76,30.42,9.59,34.58,5.43,38.75
195.54,14.32,32.78,9.7,37.39,5.09,42.01
195.58,14.51,33.45,9.78,38.18,5.05,42.92
195.62,14.44,32.95,9.81,37.58,5.18,42.21
195.67,14.01,31.28,9.69,35.59,5.37,39.91
195.71,13.41,29.16,9.47,33.1,5.53,37.04
195.75,12.76,26.92,9.22,30.46,5.68,34
195.79,11.96,24.9,8.73,28.13,5.49,31.37
195.83,10.96,23.23,7.89,26.3,4.82,29.37
195.88,10,21.86,7.03,24.83,4.07,27.79
195.92,9.24,20.84,6.35,23.74,3.45,26.64
195.96,8.67,20.04,5.83,22.88,2.99,25.73
196.0,8.18,19.38,5.37,22.18,2.57,24.98
196.04,7.72,18.81,4.94,21.59,2.17,24.36
196.08,7.32,18.29,4.57,21.03,1.83,23.77
196.12,6.95,17.82,4.23,20.54,1.51,23.26
196.17,6.6,17.41,3.9,20.11,1.2,22.81
196.21,6.3,17.07,3.6,19.76,0.91,22.45
196.25,6.25,16.91,3.58,19.57,0.92,22.23
196.29,6.7,17.18,4.07,19.81,1.45,22.43
196.33,7.66,18.01,5.07,20.59,2.48,23.18
196.38,9.04,19.61,6.4,22.26,3.76,24.9
196.42,10.79,22.4,7.89,25.3,4.99,28.2
196.46,12.53,26.51,9.04,30,5.55,33.49
196.5,13.87,30.38,9.74,34.51,5.61,38.64
196.54,14.48,32.75,9.91,37.32,5.34,41.89
196.58,14.67,33.43,9.99,38.11,5.3,42.8
196.62,14.58,32.95,9.99,37.54,5.39,42.13
196.67,14.14,31.28,9.85,35.56,5.57,39.84
196.71,13.51,29.18,9.6,33.09,5.68,37.01
196.75,12.85,26.93,9.33,30.45,5.81,33.97
196.79,12.04,24.9,8.83,28.12,5.61,31.33
196.83,11.04,23.23,7.99,26.28,4.94,29.33
196.88,10.07,21.85,7.13,24.8,4.18,27.74
196.92,9.32,20.83,6.44,23.71,3.56,26.59
196.96,8.74,20.03,5.92,22.85,3.1,25.67
197.0,8.24,19.36,5.46,22.14,2.68,24.92
197.04,7.78,18.79,5.02,21.54,2.27,24.3
197.08,7.37,18.26,4.65,20.99,1.92,23.71
197.12,7,17.79,4.3,20.49,1.6,23.19
197.17,6.65,17.37,3.97,20.05,1.29,22.73
197.21,6.35,17.02,3.68,19.69,1.02,22.36
197.25,6.31,16.85,3.68,19.48,1.05,22.12
197.29,6.77,17.12,4.18,19.7,1.6,22.29
197.33,7.75,17.93,5.2,20.47,2.66,23.01
197.38,9.15,19.52,6.55,22.12,3.96,24.71
197.42,10.91,22.3,8.07,25.14,5.22,27.99
197.46,12.67,26.41,9.24,29.84,5.81,33.27
197.5,14.01,30.29,9.94,34.35,5.88,38.42
197.54,14.61,32.69,10.09,37.21,5.57,41.72
197.58,14.8,33.37,10.15,38.02,5.51,42.66
197.62,14.67,32.92,10.1,37.48,5.54,42.05
197.67,14.22,31.26,9.96,35.52,5.7,39.78
197.71,13.57,29.17,9.67,33.07,5.77,36.97
197.75,12.91,26.91,9.41,30.41,5.91,33.91
197.79,12.11,24.88,8.92,28.07,5.72,31.26
197.83,11.11,23.2,8.09,26.23,5.06,29.25
197.88,10.15,21.82,7.24,24.74,4.32,27.66
197.92,9.4,20.81,6.55,23.66,3.69,26.51
197.96,8.82,20.01,6.02,22.81,3.22,25.6
198.0,8.31,19.34,5.56,22.1,2.8,24.85
198.04,7.84,18.77,5.11,21.5,2.38,24.23
198.08,7.44,18.24,4.73,20.94,2.03,23.64
198.12,7.06,17.77,4.38,20.45,1.71,23.13
198.17,6.72,17.35,4.06,20.01,1.41,22.66
198.21,6.42,16.99,3.77,19.64,1.13,22.28
198.25,6.38,16.81,3.77,19.42,1.16,22.03
198.29,6.83,17.06,4.28,19.62,1.72,22.18
198.33,7.82,17.87,5.31,20.38,2.79,22.89
198.38,9.23,19.46,6.67,22.02,4.11,24.58
198.42,11.01,22.23,8.2,25.03,5.39,27.84
198.46,12.79,26.33,9.4,29.71,6.02,33.1
198.5,14.15,30.2,10.14,34.22,6.13,38.23
198.54,14.77,32.61,10.31,37.07,5.85,41.53
198.58,14.97,33.31,10.38,37.9,5.8,42.48
198.62,14.84,32.87,10.33,37.38,5.82,41.89
198.67,14.35,31.24,10.13,35.46,5.91,39.68
198.71,13.71,29.16,9.84,33.02,5.98,36.89
198.75,13.03,26.9,9.56,30.37,6.09,33.84
198.79,12.23,24.86,9.08,28.01,5.92,31.17
198.83,11.23,23.17,8.25,26.16,5.26,29.14
198.88,10.26,21.8,7.37,24.68,4.48,27.57
198.92,9.49,20.79,6.66,23.61,3.84,26.44
198.96,8.9,19.99,6.13,22.77,3.36,25.54
199.0,8.39,19.34,5.65,22.07,2.92,24.81
199.04,7.92,18.77,5.21,21.48,2.49,24.19
199.08,7.5,18.24,4.82,20.93,2.13,23.61
199.12,7.12,17.78,4.45,20.44,1.79,23.11
199.17,6.77,17.36,4.12,20,1.48,22.65
199.21,6.46,17.01,3.83,19.64,1.19,22.28
199.25,6.41,16.82,3.81,19.42,1.21,22.02
199.29,6.87,17.06,4.32,19.61,1.77,22.16
199.33,7.87,17.85,5.37,20.35,2.88,22.85
